run_ts_utc,signal_date,rules_mode,miner,yahoo_ticker,close,pct_change,return_gold_t,return_gdx_t,return_zar_t,pred_return_miner_t1,signal,signal_high_conv,regime_pass,pred_abs_gte,alpha,beta_gold,beta_gdx,n_train,train_end
2026-06-03T10:34:02.447254+00:00,2026-06-02,production,HAR,HAR.JO,287.1,2.53,0.0031011708732169296,0.01568168941271164,0.0038754667117952835,0.00865649724090719,LONG,FLAT,-,0.0,0.0005296625329039181,-0.7221961629029413,0.6610568632193278,3451,2026-06-01
2026-06-03T10:34:02.447254+00:00,2026-06-02,production,GFI,GFI.JO,621.97,2.68,0.0031011708732169296,0.01568168941271164,0.0038754667117952835,0.008611855370984148,LONG,FLAT,-,0.005,0.0007879157533669164,-0.7188985158417717,0.641089521107038,3451,2026-06-01
2026-06-03T10:34:02.447254+00:00,2026-06-02,production,ANG,AU,91.85,-0.25,0.0031011708732169296,0.01568168941271164,0.0038754667117952835,-2.6133452430771574e-05,SHORT,FLAT,-,0.005,0.00025124737803025214,-0.11578691816189089,0.0052095272066773,3401,2026-06-01
2026-06-03T10:34:02.447254+00:00,2026-06-02,production,DRD,DRD.JO,42.1,1.25,0.0031011708732169296,0.01568168941271164,0.0038754667117952835,0.0074860715554134006,LONG,FLAT,-,0.008,0.0006622770635921107,-0.5709178968283469,0.5480473575440823,3451,2026-06-01
2026-06-03T10:34:02.447254+00:00,2026-06-02,production,PAN,PAN.JO,24.88,-0.52,0.0031011708732169296,0.01568168941271164,0.0038754667117952835,0.00604890808406019,LONG,FLAT,-,0.005,0.0020386309848473517,-0.042004810545323804,0.26403667903629385,3451,2026-06-01
2026-06-03T10:34:02.447254+00:00,2026-06-02,production,SSW,SSW.JO,48.49,3.83,0.0031011708732169296,0.01568168941271164,0.0038754667117952835,0.006733801159065997,LONG,FLAT,-,0.012,6.597228138986715e-05,-0.5678740335158862,0.5374996958707335,1520,2026-06-01
